code_muni,tse_code,mun_name,uf,ano,election_year,party_winner,margin_pct
3165602,53112,Senador Cortes,MG,2021,2020,PTB,0.18975332068311196
3165602,53112,Senador Cortes,MG,2022,2020,PTB,0.18975332068311196
3165602,53112,Senador Cortes,MG,2023,2020,PTB,0.18975332068311196
3165701,53139,Senador Firmino,MG,2015,2012,PT,0.13167520117044623
3165701,53139,Senador Firmino,MG,2016,2012,PT,0.13167520117044623
3165701,53139,Senador Firmino,MG,2017,2016,PSDB,0.2794279427942794
3165701,53139,Senador Firmino,MG,2018,2016,PSDB,0.2794279427942794
3165701,53139,Senador Firmino,MG,2019,2016,PSDB,0.2794279427942794
3165701,53139,Senador Firmino,MG,2020,2016,PSDB,0.2794279427942794
3165701,53139,Senador Firmino,MG,2021,2020,PV,0.1265773636187148
3165701,53139,Senador Firmino,MG,2022,2020,PV,0.1265773636187148
3165701,53139,Senador Firmino,MG,2023,2020,PV,0.1265773636187148
3165800,53155,Senador José Bento,MG,2015,2012,PMDB,0.08417200365965233
3165800,53155,Senador José Bento,MG,2016,2012,PMDB,0.08417200365965233
3165800,53155,Senador José Bento,MG,2017,2016,PMDB,0.04280556988138215
3165800,53155,Senador José Bento,MG,2018,2016,PMDB,0.04280556988138215
3165800,53155,Senador José Bento,MG,2019,2016,PMDB,0.04280556988138215
3165800,53155,Senador José Bento,MG,2020,2016,PMDB,0.04280556988138215
3165800,53155,Senador José Bento,MG,2021,2020,PATRIOTA,0.42857142857142855
3165800,53155,Senador José Bento,MG,2022,2020,PATRIOTA,0.42857142857142855
3165800,53155,Senador José Bento,MG,2023,2020,PATRIOTA,0.42857142857142855
3165909,53171,Senador Modestino Gonçalves,MG,2015,2012,PPL,0.08797327394209355
3165909,53171,Senador Modestino Gonçalves,MG,2016,2012,PPL,0.08797327394209355
3165909,53171,Senador Modestino Gonçalves,MG,2017,2016,PTB,0.01751505199781062
3165909,53171,Senador Modestino Gonçalves,MG,2018,2016,PTB,0.01751505199781062
3165909,53171,Senador Modestino Gonçalves,MG,2019,2016,PTB,0.01751505199781062
3165909,53171,Senador Modestino Gonçalves,MG,2020,2016,PTB,0.01751505199781062
3165909,53171,Senador Modestino Gonçalves,MG,2021,2020,PATRIOTA,0.08988128886376484
3165909,53171,Senador Modestino Gonçalves,MG,2022,2020,PATRIOTA,0.08988128886376484
3165909,53171,Senador Modestino Gonçalves,MG,2023,2020,PATRIOTA,0.08988128886376484
3166006,53198,Senhora De Oliveira,MG,2015,2012,PR,0.03703703703703703
3166006,53198,Senhora De Oliveira,MG,2016,2012,PR,0.03703703703703703
3166006,53198,Senhora De Oliveira,MG,2017,2016,PR,0.1328443357783211
3166006,53198,Senhora De Oliveira,MG,2018,2016,PR,0.1328443357783211
3166006,53198,Senhora De Oliveira,MG,2019,2016,PR,0.1328443357783211
3166006,53198,Senhora De Oliveira,MG,2020,2016,PR,0.1328443357783211
3166006,53198,Senhora De Oliveira,MG,2021,2020,PL,0.0810580204778157
3166006,53198,Senhora De Oliveira,MG,2022,2020,PL,0.0810580204778157
3166006,53198,Senhora De Oliveira,MG,2023,2020,PL,0.0810580204778157
3166105,53210,Senhora Do Porto,MG,2015,2012,PP,0.02138413685847589
3166105,53210,Senhora Do Porto,MG,2016,2012,PP,0.02138413685847589
3166105,53210,Senhora Do Porto,MG,2017,2016,PTC,0.23235867446393765
3166105,53210,Senhora Do Porto,MG,2018,2016,PTC,0.23235867446393765
3166105,53210,Senhora Do Porto,MG,2019,2016,PTC,0.23235867446393765
3166105,53210,Senhora Do Porto,MG,2020,2016,PTC,0.23235867446393765
3166105,53210,Senhora Do Porto,MG,2021,2020,AVANTE,0.06358849736735521
3166105,53210,Senhora Do Porto,MG,2022,2020,AVANTE,0.06358849736735521
3166105,53210,Senhora Do Porto,MG,2023,2020,AVANTE,0.06358849736735521
3166204,53236,Senhora Dos Remédios,MG,2015,2012,PR,0.04200373366521468
3166204,53236,Senhora Dos Remédios,MG,2016,2012,PR,0.04200373366521468
3166204,53236,Senhora Dos Remédios,MG,2017,2016,PMDB,0.13675213675213677
3166204,53236,Senhora Dos Remédios,MG,2018,2016,PMDB,0.13675213675213677
3166204,53236,Senhora Dos Remédios,MG,2019,2016,PMDB,0.13675213675213677
3166204,53236,Senhora Dos Remédios,MG,2020,2016,PMDB,0.13675213675213677
3166204,53236,Senhora Dos Remédios,MG,2021,2020,MDB,0.07909604519774012
3166204,53236,Senhora Dos Remédios,MG,2022,2020,MDB,0.07909604519774012
3166204,53236,Senhora Dos Remédios,MG,2023,2020,MDB,0.07909604519774012
3166303,53252,Sericita,MG,2015,2012,PSDB,NA
3166303,53252,Sericita,MG,2016,2012,PSDB,NA
3166303,53252,Sericita,MG,2017,2016,PSDB,0.4482142857142858
3166303,53252,Sericita,MG,2018,2016,PSDB,0.4482142857142858
3166303,53252,Sericita,MG,2019,2016,PSDB,0.4482142857142858
3166303,53252,Sericita,MG,2020,2016,PSDB,0.4482142857142858
3166303,53252,Sericita,MG,2021,2020,PSDB,0.34049352032664654
3166303,53252,Sericita,MG,2022,2020,PSDB,0.34049352032664654
3166303,53252,Sericita,MG,2023,2020,PSDB,0.34049352032664654
3166402,53279,Seritinga,MG,2015,2012,DEM,0.02177971375233354
3166402,53279,Seritinga,MG,2016,2012,DEM,0.02177971375233354
3166402,53279,Seritinga,MG,2017,2016,DEM,0.02529302899444787
3166402,53279,Seritinga,MG,2018,2016,DEM,0.02529302899444787
3166402,53279,Seritinga,MG,2019,2016,DEM,0.02529302899444787
3166402,53279,Seritinga,MG,2020,2016,DEM,0.02529302899444787
3166402,53279,Seritinga,MG,2021,2020,DEM,0.14320685434516525
3166402,53279,Seritinga,MG,2022,2020,DEM,0.14320685434516525
3166402,53279,Seritinga,MG,2023,2020,DEM,0.14320685434516525
3166501,53295,Serra Azul De Minas,MG,2015,2012,PDT,0.1627728839525086
3166501,53295,Serra Azul De Minas,MG,2016,2012,PDT,0.1627728839525086
3166501,53295,Serra Azul De Minas,MG,2017,2016,PSDB,0.1717948717948718
3166501,53295,Serra Azul De Minas,MG,2018,2016,PSDB,0.1717948717948718
3166501,53295,Serra Azul De Minas,MG,2019,2016,PSDB,0.1717948717948718
3166501,53295,Serra Azul De Minas,MG,2020,2016,PSDB,0.1717948717948718
3166501,53295,Serra Azul De Minas,MG,2021,2020,PSDB,0.1872791519434629
3166501,53295,Serra Azul De Minas,MG,2022,2020,PSDB,0.1872791519434629
3166501,53295,Serra Azul De Minas,MG,2023,2020,PSDB,0.1872791519434629
3166600,53317,Serra Da Saudade,MG,2015,2012,PDT,NA
3166600,53317,Serra Da Saudade,MG,2016,2012,PDT,NA
3166600,53317,Serra Da Saudade,MG,2017,2016,PP,0.1303344867358708
3166600,53317,Serra Da Saudade,MG,2018,2016,PP,0.1303344867358708
3166600,53317,Serra Da Saudade,MG,2019,2016,PP,0.1303344867358708
3166600,53317,Serra Da Saudade,MG,2020,2016,PP,0.1303344867358708
3166600,53317,Serra Da Saudade,MG,2021,2020,PP,0.794392523364486
3166600,53317,Serra Da Saudade,MG,2022,2020,PP,0.794392523364486
3166600,53317,Serra Da Saudade,MG,2023,2020,PP,0.794392523364486
3166709,53333,Serra Dos Aimorés,MG,2015,2012,PR,0.01678863538527765
3166709,53333,Serra Dos Aimorés,MG,2016,2012,PR,0.01678863538527765
3166709,53333,Serra Dos Aimorés,MG,2017,2016,PDT,0.04229885057471264
3166709,53333,Serra Dos Aimorés,MG,2018,2016,PDT,0.04229885057471264
3166709,53333,Serra Dos Aimorés,MG,2019,2016,PDT,0.04229885057471264
3166709,53333,Serra Dos Aimorés,MG,2020,2016,PDT,0.04229885057471264
3166709,53333,Serra Dos Aimorés,MG,2021,2020,PDT,0.22912713472485768
3166709,53333,Serra Dos Aimorés,MG,2022,2020,PDT,0.22912713472485768
3166709,53333,Serra Dos Aimorés,MG,2023,2020,PDT,0.22912713472485768
3166808,53350,Serra Do Salitre,MG,2015,2012,PMDB,0.1590845660061401
3166808,53350,Serra Do Salitre,MG,2016,2012,PMDB,0.1590845660061401
3166808,53350,Serra Do Salitre,MG,2017,2016,PV,0.2393290604118369
3166808,53350,Serra Do Salitre,MG,2018,2016,PV,0.2393290604118369
3166808,53350,Serra Do Salitre,MG,2019,2016,PV,0.2393290604118369
3166808,53350,Serra Do Salitre,MG,2020,2016,PV,0.2393290604118369
3166808,53350,Serra Do Salitre,MG,2021,2020,AVANTE,0.8452233676975945
3166808,53350,Serra Do Salitre,MG,2022,2020,AVANTE,0.8452233676975945
3166808,53350,Serra Do Salitre,MG,2023,2020,AVANTE,0.8452233676975945
3166907,53376,Serrania,MG,2015,2012,PT,0.00818853604953065
3166907,53376,Serrania,MG,2016,2012,PT,0.00818853604953065
3166907,53376,Serrania,MG,2017,2016,PMDB,0.7218502738892271
3166907,53376,Serrania,MG,2018,2016,PMDB,0.7218502738892271
3166907,53376,Serrania,MG,2019,2016,PMDB,0.7218502738892271
3166907,53376,Serrania,MG,2020,2016,PMDB,0.7218502738892271
3166907,53376,Serrania,MG,2021,2020,DEM,0.3915135608048994
3166907,53376,Serrania,MG,2022,2020,DEM,0.3915135608048994
3166907,53376,Serrania,MG,2023,2020,DEM,0.3915135608048994
3166956,42382,Serranópolis De Minas,MG,2015,2012,DEM,0.4369918699186992
3166956,42382,Serranópolis De Minas,MG,2016,2012,DEM,0.4369918699186992
3166956,42382,Serranópolis De Minas,MG,2017,2016,DEM,0.04189435336976321
3166956,42382,Serranópolis De Minas,MG,2018,2016,DEM,0.04189435336976321
3166956,42382,Serranópolis De Minas,MG,2019,2016,DEM,0.04189435336976321
3166956,42382,Serranópolis De Minas,MG,2020,2016,DEM,0.04189435336976321
3166956,42382,Serranópolis De Minas,MG,2021,2020,PT,0.6227781435154707
3166956,42382,Serranópolis De Minas,MG,2022,2020,PT,0.6227781435154707
3166956,42382,Serranópolis De Minas,MG,2023,2020,PT,0.6227781435154707
3167004,53392,Serranos,MG,2015,2012,PT,0.1076388888888889
3167004,53392,Serranos,MG,2016,2012,PT,0.1076388888888889
3167004,53392,Serranos,MG,2017,2016,PT,5.564830272676684e-4
3167004,53392,Serranos,MG,2018,2016,PT,5.564830272676684e-4
3167004,53392,Serranos,MG,2019,2016,PT,5.564830272676684e-4
3167004,53392,Serranos,MG,2020,2016,PT,5.564830272676684e-4
3167004,53392,Serranos,MG,2021,2020,PP,0.05561497326203209
3167004,53392,Serranos,MG,2022,2020,PP,0.05561497326203209
3167004,53392,Serranos,MG,2023,2020,PP,0.05561497326203209
3167103,53414,Serro,MG,2015,2012,PR,0.3754617927279798
3167103,53414,Serro,MG,2016,2012,PR,0.3754617927279798
3167103,53414,Serro,MG,2017,2016,PP,0.4792335284123089
3167103,53414,Serro,MG,2018,2016,PP,0.4792335284123089
3167103,53414,Serro,MG,2019,2016,PP,0.4792335284123089
3167103,53414,Serro,MG,2020,2016,PP,0.4792335284123089
3167103,53414,Serro,MG,2021,2020,PL,0.3871448440294059
3167103,53414,Serro,MG,2022,2020,PL,0.3871448440294059
3167103,53414,Serro,MG,2023,2020,PL,0.3871448440294059
3167202,53430,Sete Lagoas,MG,2015,2012,PP,0.4418782071658871
3167202,53430,Sete Lagoas,MG,2016,2012,PP,0.4418782071658871
3167202,53430,Sete Lagoas,MG,2017,2016,PMDB,0.16236112583228143
3167202,53430,Sete Lagoas,MG,2018,2016,PMDB,0.16236112583228143
3167202,53430,Sete Lagoas,MG,2019,2016,PMDB,0.16236112583228143
3167202,53430,Sete Lagoas,MG,2020,2016,PMDB,0.16236112583228143
3167202,53430,Sete Lagoas,MG,2021,2020,PATRIOTA,0.25023467760309864
3167202,53430,Sete Lagoas,MG,2022,2020,PATRIOTA,0.25023467760309864
3167202,53430,Sete Lagoas,MG,2023,2020,PATRIOTA,0.25023467760309864
3167301,53457,Silveirânia,MG,2015,2012,DEM,0.17535115541458995
3167301,53457,Silveirânia,MG,2016,2012,DEM,0.17535115541458995
3167301,53457,Silveirânia,MG,2017,2016,DEM,0.12189995796553174
3167301,53457,Silveirânia,MG,2018,2016,DEM,0.12189995796553174
3167301,53457,Silveirânia,MG,2019,2016,DEM,0.12189995796553174
3167301,53457,Silveirânia,MG,2020,2016,DEM,0.12189995796553174
3167301,53457,Silveirânia,MG,2021,2020,DEM,0.4655984919886899
3167301,53457,Silveirânia,MG,2022,2020,DEM,0.4655984919886899
3167301,53457,Silveirânia,MG,2023,2020,DEM,0.4655984919886899
3167400,53473,Silvianópolis,MG,2015,2012,PT,0.2331815882650481
3167400,53473,Silvianópolis,MG,2016,2012,PT,0.2331815882650481
3167400,53473,Silvianópolis,MG,2017,2016,PSDB,0.2002053388090349
3167400,53473,Silvianópolis,MG,2018,2016,PSDB,0.2002053388090349
3167400,53473,Silvianópolis,MG,2019,2016,PSDB,0.2002053388090349
3167400,53473,Silvianópolis,MG,2020,2016,PSDB,0.2002053388090349
3167400,53473,Silvianópolis,MG,2021,2020,REPUBLICANOS,0.4868528056383844
3167400,53473,Silvianópolis,MG,2022,2020,REPUBLICANOS,0.4868528056383844
3167400,53473,Silvianópolis,MG,2023,2020,REPUBLICANOS,0.4868528056383844
3167509,53490,Simão Pereira,MG,2015,2012,PMN,0.12856568903173965
3167509,53490,Simão Pereira,MG,2016,2012,PMN,0.12856568903173965
3167509,53490,Simão Pereira,MG,2017,2016,PPS,0.0663527397260274
3167509,53490,Simão Pereira,MG,2018,2016,PPS,0.0663527397260274
3167509,53490,Simão Pereira,MG,2019,2016,PPS,0.0663527397260274
3167509,53490,Simão Pereira,MG,2020,2016,PPS,0.0663527397260274
3167509,53490,Simão Pereira,MG,2021,2020,PSDB,0.35898596650067904
3167509,53490,Simão Pereira,MG,2022,2020,PSDB,0.35898596650067904
3167509,53490,Simão Pereira,MG,2023,2020,PSDB,0.35898596650067904
3167608,53511,Simonésia,MG,2015,2012,PR,0.15185864310718453
3167608,53511,Simonésia,MG,2016,2012,PR,0.15185864310718453
3167608,53511,Simonésia,MG,2017,2016,PT,0.07133581508094537
3167608,53511,Simonésia,MG,2018,2016,PT,0.07133581508094537
3167608,53511,Simonésia,MG,2019,2016,PT,0.07133581508094537
3167608,53511,Simonésia,MG,2020,2016,PT,0.07133581508094537
3167608,53511,Simonésia,MG,2021,2020,PL,0.2046899158220237
3167608,53511,Simonésia,MG,2022,2020,PL,0.2046899158220237
3167608,53511,Simonésia,MG,2023,2020,PL,0.2046899158220237
3167707,53538,Sobrália,MG,2015,2012,PSDB,0.1099290780141844
3167707,53538,Sobrália,MG,2016,2012,PSDB,0.1099290780141844
3167707,53538,Sobrália,MG,2017,2016,PR,0.03817663817663817
3167707,53538,Sobrália,MG,2018,2016,PR,0.03817663817663817
3167707,53538,Sobrália,MG,2019,2016,PR,0.03817663817663817
3167707,53538,Sobrália,MG,2020,2016,PR,0.03817663817663817
3167707,53538,Sobrália,MG,2021,2020,REPUBLICANOS,0.07878411910669975
3167707,53538,Sobrália,MG,2022,2020,REPUBLICANOS,0.07878411910669975
3167707,53538,Sobrália,MG,2023,2020,REPUBLICANOS,0.07878411910669975
3167806,53554,Soledade De Minas,MG,2015,2012,PPS,0.01098901098901099
3167806,53554,Soledade De Minas,MG,2016,2012,PPS,0.01098901098901099
3167806,53554,Soledade De Minas,MG,2017,2016,PPS,0.1273596176821983
3167806,53554,Soledade De Minas,MG,2018,2016,PPS,0.1273596176821983
3167806,53554,Soledade De Minas,MG,2019,2016,PPS,0.1273596176821983
3167806,53554,Soledade De Minas,MG,2020,2016,PPS,0.1273596176821983
3167806,53554,Soledade De Minas,MG,2021,2020,PSB,0.4273081924577373
3167806,53554,Soledade De Minas,MG,2022,2020,PSB,0.4273081924577373
3167806,53554,Soledade De Minas,MG,2023,2020,PSB,0.4273081924577373
3167905,53570,Tabuleiro,MG,2015,2012,PP,0.1497484462858834
3167905,53570,Tabuleiro,MG,2016,2012,PP,0.1497484462858834
3167905,53570,Tabuleiro,MG,2017,2016,PP,0.22789115646258504
3167905,53570,Tabuleiro,MG,2018,2016,PP,0.22789115646258504
3167905,53570,Tabuleiro,MG,2019,2016,PP,0.22789115646258504
3167905,53570,Tabuleiro,MG,2020,2016,PP,0.22789115646258504
3167905,53570,Tabuleiro,MG,2021,2020,PSDB,0.18886428345460296
3167905,53570,Tabuleiro,MG,2022,2020,PSDB,0.18886428345460296
3167905,53570,Tabuleiro,MG,2023,2020,PSDB,0.18886428345460296
3168002,53597,Taiobeiras,MG,2015,2012,PSDB,0.23563957715755915
3168002,53597,Taiobeiras,MG,2016,2012,PSDB,0.23563957715755915
3168002,53597,Taiobeiras,MG,2017,2016,PSDB,0.04597127488493317
3168002,53597,Taiobeiras,MG,2018,2016,PSDB,0.04597127488493317
3168002,53597,Taiobeiras,MG,2019,2016,PSDB,0.04597127488493317
3168002,53597,Taiobeiras,MG,2020,2016,PSDB,0.04597127488493317
3168002,53597,Taiobeiras,MG,2021,2020,PSDB,0.19912728820774797
3168002,53597,Taiobeiras,MG,2022,2020,PSDB,0.19912728820774797
3168002,53597,Taiobeiras,MG,2023,2020,PSDB,0.19912728820774797
3168051,42420,Taparuba,MG,2015,2012,PSDB,0.05694682675814751
3168051,42420,Taparuba,MG,2016,2012,PSDB,0.05694682675814751
3168051,42420,Taparuba,MG,2017,2016,PSDB,0.16262975778546712
3168051,42420,Taparuba,MG,2018,2016,PSDB,0.16262975778546712
3168051,42420,Taparuba,MG,2019,2016,PSDB,0.16262975778546712
3168051,42420,Taparuba,MG,2020,2016,PSDB,0.16262975778546712
3168051,42420,Taparuba,MG,2021,2020,DEM,0.06409017713365539
3168051,42420,Taparuba,MG,2022,2020,DEM,0.06409017713365539
3168051,42420,Taparuba,MG,2023,2020,DEM,0.06409017713365539
3168101,53619,Tapira,MG,2015,2012,PMDB,0.03168155970755483
3168101,53619,Tapira,MG,2016,2012,PMDB,0.03168155970755483
3168101,53619,Tapira,MG,2017,2016,PTB,0.1738629821531376
3168101,53619,Tapira,MG,2018,2016,PTB,0.1738629821531376
3168101,53619,Tapira,MG,2019,2016,PTB,0.1738629821531376
3168101,53619,Tapira,MG,2020,2016,PTB,0.1738629821531376
3168101,53619,Tapira,MG,2021,2020,MDB,0.10475
3168101,53619,Tapira,MG,2022,2020,MDB,0.10475
3168101,53619,Tapira,MG,2023,2020,MDB,0.10475
3168200,53635,Tapiraí,MG,2015,2012,PMDB,0.08895552223888056
3168200,53635,Tapiraí,MG,2016,2012,PMDB,0.08895552223888056
3168200,53635,Tapiraí,MG,2017,2016,PMDB,0.0732017823042648
3168200,53635,Tapiraí,MG,2018,2016,PMDB,0.0732017823042648
3168200,53635,Tapiraí,MG,2019,2016,PMDB,0.0732017823042648
3168200,53635,Tapiraí,MG,2020,2016,PMDB,0.0732017823042648
3168200,53635,Tapiraí,MG,2021,2020,DEM,0.18947997609085476
3168200,53635,Tapiraí,MG,2022,2020,DEM,0.18947997609085476
3168200,53635,Tapiraí,MG,2023,2020,DEM,0.18947997609085476
3168309,53651,Taquaraçu De Minas,MG,2015,2012,PMDB,0.16040955631399317
3168309,53651,Taquaraçu De Minas,MG,2016,2012,PMDB,0.16040955631399317
3168309,53651,Taquaraçu De Minas,MG,2017,2016,PSC,0.05042245843554101
3168309,53651,Taquaraçu De Minas,MG,2018,2016,PSC,0.05042245843554101
3168309,53651,Taquaraçu De Minas,MG,2019,2016,PSC,0.05042245843554101
3168309,53651,Taquaraçu De Minas,MG,2020,2016,PSC,0.05042245843554101
3168309,53651,Taquaraçu De Minas,MG,2021,2020,PSD,0.12556172349986783
3168309,53651,Taquaraçu De Minas,MG,2022,2020,PSD,0.12556172349986783
3168309,53651,Taquaraçu De Minas,MG,2023,2020,PSD,0.12556172349986783
3168408,53678,Tarumirim,MG,2015,2012,PT,0.04194078947368421
3168408,53678,Tarumirim,MG,2016,2012,PT,0.04194078947368421
3168408,53678,Tarumirim,MG,2017,2016,DEM,0.12895317479774454
3168408,53678,Tarumirim,MG,2018,2016,DEM,0.12895317479774454
3168408,53678,Tarumirim,MG,2019,2016,DEM,0.12895317479774454
3168408,53678,Tarumirim,MG,2020,2016,DEM,0.12895317479774454
3168408,53678,Tarumirim,MG,2021,2020,DEM,0.31736835328955837
3168408,53678,Tarumirim,MG,2022,2020,DEM,0.31736835328955837
3168408,53678,Tarumirim,MG,2023,2020,DEM,0.31736835328955837
3168507,53694,Teixeiras,MG,2015,2012,PSB,0.02116338130366428
3168507,53694,Teixeiras,MG,2016,2012,PSB,0.02116338130366428
3168507,53694,Teixeiras,MG,2017,2016,PR,0.4106016496846191
3168507,53694,Teixeiras,MG,2018,2016,PR,0.4106016496846191
3168507,53694,Teixeiras,MG,2019,2016,PR,0.4106016496846191
3168507,53694,Teixeiras,MG,2020,2016,PR,0.4106016496846191
3168507,53694,Teixeiras,MG,2021,2020,PC do B,0.07680332122470161
3168507,53694,Teixeiras,MG,2022,2020,PC do B,0.07680332122470161
3168507,53694,Teixeiras,MG,2023,2020,PC do B,0.07680332122470161
3168606,53716,Teófilo Otoni,MG,2015,2012,PMDB,0.7231316554890508
3168606,53716,Teófilo Otoni,MG,2016,2012,PMDB,0.7231316554890508
3168606,53716,Teófilo Otoni,MG,2017,2016,PT,0.09085033144437596
3168606,53716,Teófilo Otoni,MG,2018,2016,PT,0.09085033144437596
3168606,53716,Teófilo Otoni,MG,2019,2016,PT,0.09085033144437596
3168606,53716,Teófilo Otoni,MG,2020,2016,PT,0.09085033144437596
3168606,53716,Teófilo Otoni,MG,2021,2020,PT,0.01120906239314968
3168606,53716,Teófilo Otoni,MG,2022,2020,PT,0.01120906239314968
3168606,53716,Teófilo Otoni,MG,2023,2020,PT,0.01120906239314968
3168705,53732,Timóteo,MG,2015,2012,PT,0.04749036459486998
3168705,53732,Timóteo,MG,2016,2012,PT,0.04749036459486998
3168705,53732,Timóteo,MG,2017,2016,PSB,0.1040024682354921
3168705,53732,Timóteo,MG,2018,2016,PSB,0.1040024682354921
3168705,53732,Timóteo,MG,2019,2016,PSB,0.1040024682354921
3168705,53732,Timóteo,MG,2020,2016,PSB,0.1040024682354921
3168705,53732,Timóteo,MG,2021,2020,PSB,0.36383792607752846
3168705,53732,Timóteo,MG,2022,2020,PSB,0.36383792607752846
3168705,53732,Timóteo,MG,2023,2020,PSB,0.36383792607752846
3168804,53759,Tiradentes,MG,2015,2012,PV,0.01341222879684418
3168804,53759,Tiradentes,MG,2016,2012,PV,0.01341222879684418
3168804,53759,Tiradentes,MG,2017,2016,PSDB,NA
3168804,53759,Tiradentes,MG,2018,2016,PSDB,NA
3168804,53759,Tiradentes,MG,2019,2016,PSDB,NA
3168804,53759,Tiradentes,MG,2020,2016,PSDB,NA
3168804,53759,Tiradentes,MG,2021,2020,MDB,0.09892949427833148
3168804,53759,Tiradentes,MG,2022,2020,MDB,0.09892949427833148
3168804,53759,Tiradentes,MG,2023,2020,MDB,0.09892949427833148
3168903,53775,Tiros,MG,2015,2012,PMDB,0.28872932985204525
3168903,53775,Tiros,MG,2016,2012,PMDB,0.28872932985204525
3168903,53775,Tiros,MG,2017,2016,PMDB,0.45056830366716705
3168903,53775,Tiros,MG,2018,2016,PMDB,0.45056830366716705
3168903,53775,Tiros,MG,2019,2016,PMDB,0.45056830366716705
3168903,53775,Tiros,MG,2020,2016,PMDB,0.45056830366716705
3168903,53775,Tiros,MG,2021,2020,DEM,0.04809081527347781
3168903,53775,Tiros,MG,2022,2020,DEM,0.04809081527347781
3168903,53775,Tiros,MG,2023,2020,DEM,0.04809081527347781
3169000,53791,Tocantins,MG,2015,2012,DEM,0.09431785405249496
3169000,53791,Tocantins,MG,2016,2012,DEM,0.09431785405249496
3169000,53791,Tocantins,MG,2017,2016,PHS,0.08281652514073085
3169000,53791,Tocantins,MG,2018,2016,PHS,0.08281652514073085
3169000,53791,Tocantins,MG,2019,2016,PHS,0.08281652514073085
3169000,53791,Tocantins,MG,2020,2016,PHS,0.08281652514073085
3169000,53791,Tocantins,MG,2021,2020,DEM,0.00980872976949485
3169000,53791,Tocantins,MG,2022,2020,DEM,0.00980872976949485
3169000,53791,Tocantins,MG,2023,2020,DEM,0.00980872976949485
3169059,42587,Tocos Do Moji,MG,2015,2012,PSDB,0.05693950177935943
3169059,42587,Tocos Do Moji,MG,2016,2012,PSDB,0.05693950177935943
3169059,42587,Tocos Do Moji,MG,2017,2016,PSDB,0.14328627215379994
3169059,42587,Tocos Do Moji,MG,2018,2016,PSDB,0.14328627215379994
3169059,42587,Tocos Do Moji,MG,2019,2016,PSDB,0.14328627215379994
3169059,42587,Tocos Do Moji,MG,2020,2016,PSDB,0.14328627215379994
3169059,42587,Tocos Do Moji,MG,2021,2020,PSDB,0.1724765080327372
3169059,42587,Tocos Do Moji,MG,2022,2020,PSDB,0.1724765080327372
3169059,42587,Tocos Do Moji,MG,2023,2020,PSDB,0.1724765080327372
3169109,53813,Toledo,MG,2015,2012,PR,0.06799065420560747
3169109,53813,Toledo,MG,2016,2012,PR,0.06799065420560747
3169109,53813,Toledo,MG,2017,2016,PSDB,0.02833333333333333
3169109,53813,Toledo,MG,2018,2016,PSDB,0.02833333333333333
3169109,53813,Toledo,MG,2019,2016,PSDB,0.02833333333333333
3169109,53813,Toledo,MG,2020,2016,PSDB,0.02833333333333333
3169109,53813,Toledo,MG,2021,2020,PSDB,0.04882017900732303
3169109,53813,Toledo,MG,2022,2020,PSDB,0.04882017900732303
3169109,53813,Toledo,MG,2023,2020,PSDB,0.04882017900732303
3169208,53830,Tombos,MG,2015,2012,DEM,0.18038884192730348
3169208,53830,Tombos,MG,2016,2012,DEM,0.18038884192730348
3169208,53830,Tombos,MG,2017,2016,PSD,0.016499282639885222
3169208,53830,Tombos,MG,2018,2016,PSD,0.016499282639885222
3169208,53830,Tombos,MG,2019,2016,PSD,0.016499282639885222
3169208,53830,Tombos,MG,2020,2016,PSD,0.016499282639885222
3169208,53830,Tombos,MG,2021,2020,PP,0.03976861894432393
3169208,53830,Tombos,MG,2022,2020,PP,0.03976861894432393
3169208,53830,Tombos,MG,2023,2020,PP,0.03976861894432393
3169307,53856,Três Corações,MG,2015,2012,PSL,0.1718739387353121
3169307,53856,Três Corações,MG,2016,2012,PSL,0.1718739387353121
3169307,53856,Três Corações,MG,2017,2016,PMDB,0.16906556263544328
3169307,53856,Três Corações,MG,2018,2016,PMDB,0.16906556263544328
3169307,53856,Três Corações,MG,2019,2016,PMDB,0.16906556263544328
3169307,53856,Três Corações,MG,2020,2016,PMDB,0.16906556263544328
3169307,53856,Três Corações,MG,2021,2020,PSD,0.3101351891848652
3169307,53856,Três Corações,MG,2022,2020,PSD,0.3101351891848652
3169307,53856,Três Corações,MG,2023,2020,PSD,0.3101351891848652
3169356,41157,Três Marias,MG,2015,2012,PMDB,0.30646086756942853
3169356,41157,Três Marias,MG,2016,2012,PMDB,0.30646086756942853
3169356,41157,Três Marias,MG,2017,2016,PSDB,0.12940271443485907
3169356,41157,Três Marias,MG,2018,2016,PSDB,0.12940271443485907
3169356,41157,Três Marias,MG,2019,2016,PSDB,0.12940271443485907
3169356,41157,Três Marias,MG,2020,2016,PSDB,0.12940271443485907
3169356,41157,Três Marias,MG,2021,2020,PSDB,0.04444444444444444
3169356,41157,Três Marias,MG,2022,2020,PSDB,0.04444444444444444
3169356,41157,Três Marias,MG,2023,2020,PSDB,0.04444444444444444
3169406,53872,Três Pontas,MG,2015,2012,PPS,0.00683356951661155
3169406,53872,Três Pontas,MG,2016,2012,PPS,0.00683356951661155
3169406,53872,Três Pontas,MG,2017,2016,PSD,0.2413813529202701
3169406,53872,Três Pontas,MG,2018,2016,PSD,0.2413813529202701
3169406,53872,Três Pontas,MG,2019,2016,PSD,0.2413813529202701
