code_muni,tse_code,mun_name,uf,ano,election_year,party_winner,margin_pct
3100500,40096,Açucena,MG,2021,2020,PSD,0.12511138834432364
3100500,40096,Açucena,MG,2022,2020,PSD,0.12511138834432364
3100500,40096,Açucena,MG,2023,2020,PSD,0.12511138834432364
3100609,40118,Água Boa,MG,2015,2012,PPS,0.00492580122209751
3100609,40118,Água Boa,MG,2016,2012,PPS,0.00492580122209751
3100609,40118,Água Boa,MG,2017,2016,PSB,0.01689032855159648
3100609,40118,Água Boa,MG,2018,2016,PSB,0.01689032855159648
3100609,40118,Água Boa,MG,2019,2016,PSB,0.01689032855159648
3100609,40118,Água Boa,MG,2020,2016,PSB,0.01689032855159648
3100609,40118,Água Boa,MG,2021,2020,SOLIDARIEDADE,0.09982893450635386
3100609,40118,Água Boa,MG,2022,2020,SOLIDARIEDADE,0.09982893450635386
3100609,40118,Água Boa,MG,2023,2020,SOLIDARIEDADE,0.09982893450635386
3100708,40134,Água Comprida,MG,2015,2012,PSD,0.2112531969309463
3100708,40134,Água Comprida,MG,2016,2012,PSD,0.2112531969309463
3100708,40134,Água Comprida,MG,2017,2016,PSD,NA
3100708,40134,Água Comprida,MG,2018,2016,PSD,NA
3100708,40134,Água Comprida,MG,2019,2016,PSD,NA
3100708,40134,Água Comprida,MG,2020,2016,PSD,NA
3100708,40134,Água Comprida,MG,2021,2020,PSDB,0.11562959333659972
3100708,40134,Água Comprida,MG,2022,2020,PSDB,0.11562959333659972
3100708,40134,Água Comprida,MG,2023,2020,PSDB,0.11562959333659972
3100807,40150,Aguanil,MG,2015,2012,PSDB,0.2339062044858724
3100807,40150,Aguanil,MG,2016,2012,PSDB,0.2339062044858724
3100807,40150,Aguanil,MG,2017,2016,PV,0.04171974522292993
3100807,40150,Aguanil,MG,2018,2016,PV,0.04171974522292993
3100807,40150,Aguanil,MG,2019,2016,PV,0.04171974522292993
3100807,40150,Aguanil,MG,2020,2016,PV,0.04171974522292993
3100807,40150,Aguanil,MG,2021,2020,PP,NA
3100807,40150,Aguanil,MG,2022,2020,PP,NA
3100807,40150,Aguanil,MG,2023,2020,PP,NA
3100906,40177,Águas Formosas,MG,2015,2012,PPS,0.2462678988524424
3100906,40177,Águas Formosas,MG,2016,2012,PPS,0.2462678988524424
3100906,40177,Águas Formosas,MG,2017,2016,PR,0.04356807511737089
3100906,40177,Águas Formosas,MG,2018,2016,PR,0.04356807511737089
3100906,40177,Águas Formosas,MG,2019,2016,PR,0.04356807511737089
3100906,40177,Águas Formosas,MG,2020,2016,PR,0.04356807511737089
3100906,40177,Águas Formosas,MG,2021,2020,AVANTE,0.1486646613800018
3100906,40177,Águas Formosas,MG,2022,2020,AVANTE,0.1486646613800018
3100906,40177,Águas Formosas,MG,2023,2020,AVANTE,0.1486646613800018
3101003,40193,Águas Vermelhas,MG,2015,2012,PSDB,0.09430652995143012
3101003,40193,Águas Vermelhas,MG,2016,2012,PSDB,0.09430652995143012
3101003,40193,Águas Vermelhas,MG,2017,2016,PMDB,0.03563325770719338
3101003,40193,Águas Vermelhas,MG,2018,2016,PMDB,0.03563325770719338
3101003,40193,Águas Vermelhas,MG,2019,2016,PMDB,0.03563325770719338
3101003,40193,Águas Vermelhas,MG,2020,2016,PMDB,0.03563325770719338
3101003,40193,Águas Vermelhas,MG,2021,2020,AVANTE,0.07445512386625153
3101003,40193,Águas Vermelhas,MG,2022,2020,AVANTE,0.07445512386625153
3101003,40193,Águas Vermelhas,MG,2023,2020,AVANTE,0.07445512386625153
3101102,40215,Aimorés,MG,2015,2012,DEM,0.02302832687996739
3101102,40215,Aimorés,MG,2016,2012,DEM,0.02302832687996739
3101102,40215,Aimorés,MG,2017,2016,PMDB,0.05532413434001562
3101102,40215,Aimorés,MG,2018,2016,PMDB,0.05532413434001562
3101102,40215,Aimorés,MG,2019,2016,PMDB,0.05532413434001562
3101102,40215,Aimorés,MG,2020,2016,PMDB,0.05532413434001562
3101102,40215,Aimorés,MG,2021,2020,MDB,0.28701728576682606
3101102,40215,Aimorés,MG,2022,2020,MDB,0.28701728576682606
3101102,40215,Aimorés,MG,2023,2020,MDB,0.28701728576682606
3101201,40231,Aiuruoca,MG,2015,2012,PSB,0.06622516556291391
3101201,40231,Aiuruoca,MG,2016,2012,PSB,0.06622516556291391
3101201,40231,Aiuruoca,MG,2017,2016,PR,0.4454794520547945
3101201,40231,Aiuruoca,MG,2018,2016,PR,0.4454794520547945
3101201,40231,Aiuruoca,MG,2019,2016,PR,0.4454794520547945
3101201,40231,Aiuruoca,MG,2020,2016,PR,0.4454794520547945
3101201,40231,Aiuruoca,MG,2021,2020,PSD,0.06729986431478968
3101201,40231,Aiuruoca,MG,2022,2020,PSD,0.06729986431478968
3101201,40231,Aiuruoca,MG,2023,2020,PSD,0.06729986431478968
3101300,40258,Alagoa,MG,2015,2012,PSDB,0.09043478260869564
3101300,40258,Alagoa,MG,2016,2012,PSDB,0.09043478260869564
3101300,40258,Alagoa,MG,2017,2016,PSDB,0.13494809688581316
3101300,40258,Alagoa,MG,2018,2016,PSDB,0.13494809688581316
3101300,40258,Alagoa,MG,2019,2016,PSDB,0.13494809688581316
3101300,40258,Alagoa,MG,2020,2016,PSDB,0.13494809688581316
3101300,40258,Alagoa,MG,2021,2020,PSDB,NA
3101300,40258,Alagoa,MG,2022,2020,PSDB,NA
3101300,40258,Alagoa,MG,2023,2020,PSDB,NA
3101409,40274,Albertina,MG,2015,2012,PTB,0.06424457244129375
3101409,40274,Albertina,MG,2016,2012,PTB,0.06424457244129375
3101409,40274,Albertina,MG,2017,2016,PP,0.26037735849056604
3101409,40274,Albertina,MG,2018,2016,PP,0.26037735849056604
3101409,40274,Albertina,MG,2019,2016,PP,0.26037735849056604
3101409,40274,Albertina,MG,2020,2016,PP,0.26037735849056604
3101409,40274,Albertina,MG,2021,2020,PODE,0.12155172413793104
3101409,40274,Albertina,MG,2022,2020,PODE,0.12155172413793104
3101409,40274,Albertina,MG,2023,2020,PODE,0.12155172413793104
3101508,40290,Além Paraíba,MG,2015,2012,PSB,0.3014420410427066
3101508,40290,Além Paraíba,MG,2016,2012,PSB,0.3014420410427066
3101508,40290,Além Paraíba,MG,2017,2016,DEM,0.31726069004793317
3101508,40290,Além Paraíba,MG,2018,2016,DEM,0.31726069004793317
3101508,40290,Além Paraíba,MG,2019,2016,DEM,0.31726069004793317
3101508,40290,Além Paraíba,MG,2020,2016,DEM,0.31726069004793317
3101508,40290,Além Paraíba,MG,2021,2020,DEM,0.23866605194406024
3101508,40290,Além Paraíba,MG,2022,2020,DEM,0.23866605194406024
3101508,40290,Além Paraíba,MG,2023,2020,DEM,0.23866605194406024
3101607,40312,Alfenas,MG,2015,2012,PDT,0.07064567079883215
3101607,40312,Alfenas,MG,2016,2012,PDT,0.07064567079883215
3101607,40312,Alfenas,MG,2017,2016,PT,0.06304875770595927
3101607,40312,Alfenas,MG,2018,2016,PT,0.06304875770595927
3101607,40312,Alfenas,MG,2019,2016,PT,0.06304875770595927
3101607,40312,Alfenas,MG,2020,2016,PT,0.06304875770595927
3101607,40312,Alfenas,MG,2021,2020,PT,0.24882629107981225
3101607,40312,Alfenas,MG,2022,2020,PT,0.24882629107981225
3101607,40312,Alfenas,MG,2023,2020,PT,0.24882629107981225
3101631,40002,Alfredo Vasconcelos,MG,2015,2012,PT,0.15426411528466807
3101631,40002,Alfredo Vasconcelos,MG,2016,2012,PT,0.15426411528466807
3101631,40002,Alfredo Vasconcelos,MG,2017,2016,PHS,0.5030480370641307
3101631,40002,Alfredo Vasconcelos,MG,2018,2016,PHS,0.5030480370641307
3101631,40002,Alfredo Vasconcelos,MG,2019,2016,PHS,0.5030480370641307
3101631,40002,Alfredo Vasconcelos,MG,2020,2016,PHS,0.5030480370641307
3101631,40002,Alfredo Vasconcelos,MG,2021,2020,PP,0.02521008403361344
3101631,40002,Alfredo Vasconcelos,MG,2022,2020,PP,0.02521008403361344
3101631,40002,Alfredo Vasconcelos,MG,2023,2020,PP,0.02521008403361344
3101706,40339,Almenara,MG,2015,2012,PSDB,0.04904184968866149
3101706,40339,Almenara,MG,2016,2012,PSDB,0.04904184968866149
3101706,40339,Almenara,MG,2017,2016,PSD,0.07958946553059644
3101706,40339,Almenara,MG,2018,2016,PSD,0.07958946553059644
3101706,40339,Almenara,MG,2019,2016,PSD,0.07958946553059644
3101706,40339,Almenara,MG,2020,2016,PSD,0.07958946553059644
3101706,40339,Almenara,MG,2021,2020,PSD,0.7068057575605597
3101706,40339,Almenara,MG,2022,2020,PSD,0.7068057575605597
3101706,40339,Almenara,MG,2023,2020,PSD,0.7068057575605597
3101805,40355,Alpercata,MG,2015,2012,PSD,0.16317991631799164
3101805,40355,Alpercata,MG,2016,2012,PSD,0.16317991631799164
3101805,40355,Alpercata,MG,2017,2016,PSD,0.15047324705427853
3101805,40355,Alpercata,MG,2018,2016,PSD,0.15047324705427853
3101805,40355,Alpercata,MG,2019,2016,PSD,0.15047324705427853
3101805,40355,Alpercata,MG,2020,2016,PSD,0.15047324705427853
3101805,40355,Alpercata,MG,2021,2020,PSD,0.12769010043041606
3101805,40355,Alpercata,MG,2022,2020,PSD,0.12769010043041606
3101805,40355,Alpercata,MG,2023,2020,PSD,0.12769010043041606
3101904,40371,Alpinópolis,MG,2015,2012,PTB,0.31307673123285396
3101904,40371,Alpinópolis,MG,2016,2012,PTB,0.31307673123285396
3101904,40371,Alpinópolis,MG,2017,2016,PSD,0.0735973597359736
3101904,40371,Alpinópolis,MG,2018,2016,PSD,0.0735973597359736
3101904,40371,Alpinópolis,MG,2019,2016,PSD,0.0735973597359736
3101904,40371,Alpinópolis,MG,2020,2016,PSD,0.0735973597359736
3101904,40371,Alpinópolis,MG,2021,2020,PSB,0.04186643835616438
3101904,40371,Alpinópolis,MG,2022,2020,PSB,0.04186643835616438
3101904,40371,Alpinópolis,MG,2023,2020,PSB,0.04186643835616438
3102001,40398,Alterosa,MG,2015,2012,PSDB,0.1681303565760237
3102001,40398,Alterosa,MG,2016,2012,PSDB,0.1681303565760237
3102001,40398,Alterosa,MG,2017,2016,PSB,0.00163065633917651
3102001,40398,Alterosa,MG,2018,2016,PSB,0.00163065633917651
3102001,40398,Alterosa,MG,2019,2016,PSB,0.00163065633917651
3102001,40398,Alterosa,MG,2020,2016,PSB,0.00163065633917651
3102001,40398,Alterosa,MG,2021,2020,PSD,0.17506930896395934
3102001,40398,Alterosa,MG,2022,2020,PSD,0.17506930896395934
3102001,40398,Alterosa,MG,2023,2020,PSD,0.17506930896395934
3102050,41661,Alto Caparaó,MG,2015,2012,PSDB,0.17325408618127786
3102050,41661,Alto Caparaó,MG,2016,2012,PSDB,0.17325408618127786
3102050,41661,Alto Caparaó,MG,2017,2016,PSDB,0.3458503401360544
3102050,41661,Alto Caparaó,MG,2018,2016,PSDB,0.3458503401360544
3102050,41661,Alto Caparaó,MG,2019,2016,PSDB,0.3458503401360544
3102050,41661,Alto Caparaó,MG,2020,2016,PSDB,0.3458503401360544
3102050,41661,Alto Caparaó,MG,2021,2020,PSDB,0.20323390019514911
3102050,41661,Alto Caparaó,MG,2022,2020,PSDB,0.20323390019514911
3102050,41661,Alto Caparaó,MG,2023,2020,PSDB,0.20323390019514911
3102100,40410,Alto Rio Doce,MG,2015,2012,PSDB,0.1861354385099297
3102100,40410,Alto Rio Doce,MG,2016,2012,PSDB,0.1861354385099297
3102100,40410,Alto Rio Doce,MG,2017,2016,PSDB,0.06112931686412906
3102100,40410,Alto Rio Doce,MG,2018,2016,PSDB,0.06112931686412906
3102100,40410,Alto Rio Doce,MG,2019,2016,PSDB,0.06112931686412906
3102100,40410,Alto Rio Doce,MG,2020,2016,PSDB,0.06112931686412906
3102100,40410,Alto Rio Doce,MG,2021,2020,MDB,0.092423428264374
3102100,40410,Alto Rio Doce,MG,2022,2020,MDB,0.092423428264374
3102100,40410,Alto Rio Doce,MG,2023,2020,MDB,0.092423428264374
3102209,40436,Alvarenga,MG,2015,2012,PT,0.1356758143113619
3102209,40436,Alvarenga,MG,2016,2012,PT,0.1356758143113619
3102209,40436,Alvarenga,MG,2017,2016,PV,0.1044461983688503
3102209,40436,Alvarenga,MG,2018,2016,PV,0.1044461983688503
3102209,40436,Alvarenga,MG,2019,2016,PV,0.1044461983688503
3102209,40436,Alvarenga,MG,2020,2016,PV,0.1044461983688503
3102209,40436,Alvarenga,MG,2021,2020,PV,0.01445466491458607
3102209,40436,Alvarenga,MG,2022,2020,PV,0.01445466491458607
3102209,40436,Alvarenga,MG,2023,2020,PV,0.01445466491458607
3102308,40452,Alvinópolis,MG,2015,2012,PMDB,0.02012092377837248
3102308,40452,Alvinópolis,MG,2016,2012,PMDB,0.02012092377837248
3102308,40452,Alvinópolis,MG,2017,2016,PTB,0.10825147347740668
3102308,40452,Alvinópolis,MG,2018,2016,PTB,0.10825147347740668
3102308,40452,Alvinópolis,MG,2019,2016,PTB,0.10825147347740668
3102308,40452,Alvinópolis,MG,2020,2016,PTB,0.10825147347740668
3102308,40452,Alvinópolis,MG,2021,2020,MDB,0.0995337522805595
3102308,40452,Alvinópolis,MG,2022,2020,MDB,0.0995337522805595
3102308,40452,Alvinópolis,MG,2023,2020,MDB,0.0995337522805595
3102407,40479,Alvorada De Minas,MG,2015,2012,PR,0.25804243668720056
3102407,40479,Alvorada De Minas,MG,2016,2012,PR,0.25804243668720056
3102407,40479,Alvorada De Minas,MG,2017,2016,SD,0.09941123188405795
3102407,40479,Alvorada De Minas,MG,2018,2016,SD,0.09941123188405795
3102407,40479,Alvorada De Minas,MG,2019,2016,SD,0.09941123188405795
3102407,40479,Alvorada De Minas,MG,2020,2016,SD,0.09941123188405795
3102407,40479,Alvorada De Minas,MG,2021,2020,PL,0.14178674351585013
3102407,40479,Alvorada De Minas,MG,2022,2020,PL,0.14178674351585013
3102407,40479,Alvorada De Minas,MG,2023,2020,PL,0.14178674351585013
3102506,40495,Amparo Do Serra,MG,2015,2012,PSDB,0.16786955359529537
3102506,40495,Amparo Do Serra,MG,2016,2012,PSDB,0.16786955359529537
3102506,40495,Amparo Do Serra,MG,2017,2016,PHS,0.01114058355437665
3102506,40495,Amparo Do Serra,MG,2018,2016,PHS,0.01114058355437665
3102506,40495,Amparo Do Serra,MG,2019,2016,PHS,0.01114058355437665
3102506,40495,Amparo Do Serra,MG,2020,2016,PHS,0.01114058355437665
3102506,40495,Amparo Do Serra,MG,2021,2020,PP,0.20851528384279475
3102506,40495,Amparo Do Serra,MG,2022,2020,PP,0.20851528384279475
3102506,40495,Amparo Do Serra,MG,2023,2020,PP,0.20851528384279475
3102605,40517,Andradas,MG,2015,2012,PMDB,0.3415013969678926
3102605,40517,Andradas,MG,2016,2012,PMDB,0.3415013969678926
3102605,40517,Andradas,MG,2017,2016,PMDB,0.5579401371856163
3102605,40517,Andradas,MG,2018,2016,PMDB,0.5579401371856163
3102605,40517,Andradas,MG,2019,2016,PMDB,0.5579401371856163
3102605,40517,Andradas,MG,2020,2016,PMDB,0.5579401371856163
3102605,40517,Andradas,MG,2021,2020,CIDADANIA,0.4021971947764803
3102605,40517,Andradas,MG,2022,2020,CIDADANIA,0.4021971947764803
3102605,40517,Andradas,MG,2023,2020,CIDADANIA,0.4021971947764803
3102704,40533,Cachoeira De Pajeú,MG,2015,2012,PT,0.26363125351320965
3102704,40533,Cachoeira De Pajeú,MG,2016,2012,PT,0.26363125351320965
3102704,40533,Cachoeira De Pajeú,MG,2017,2016,PT,0.2155124653739612
3102704,40533,Cachoeira De Pajeú,MG,2018,2016,PT,0.2155124653739612
3102704,40533,Cachoeira De Pajeú,MG,2019,2016,PT,0.2155124653739612
3102704,40533,Cachoeira De Pajeú,MG,2020,2016,PT,0.2155124653739612
3102704,40533,Cachoeira De Pajeú,MG,2021,2020,PTB,0.07299135870564442
3102704,40533,Cachoeira De Pajeú,MG,2022,2020,PTB,0.07299135870564442
3102704,40533,Cachoeira De Pajeú,MG,2023,2020,PTB,0.07299135870564442
3102803,40550,Andrelândia,MG,2015,2012,PSDB,0.06185293336872843
3102803,40550,Andrelândia,MG,2016,2012,PSDB,0.06185293336872843
3102803,40550,Andrelândia,MG,2017,2016,PV,0.29101019462465244
3102803,40550,Andrelândia,MG,2018,2016,PV,0.29101019462465244
3102803,40550,Andrelândia,MG,2019,2016,PV,0.29101019462465244
3102803,40550,Andrelândia,MG,2020,2016,PV,0.29101019462465244
3102803,40550,Andrelândia,MG,2021,2020,PV,0.16255397902529303
3102803,40550,Andrelândia,MG,2022,2020,PV,0.16255397902529303
3102803,40550,Andrelândia,MG,2023,2020,PV,0.16255397902529303
3102852,41688,Angelândia,MG,2015,2012,PMDB,0.36275415896487984
3102852,41688,Angelândia,MG,2016,2012,PMDB,0.36275415896487984
3102852,41688,Angelândia,MG,2017,2016,PSDB,0.20645428216797684
3102852,41688,Angelândia,MG,2018,2016,PSDB,0.20645428216797684
3102852,41688,Angelândia,MG,2019,2016,PSDB,0.20645428216797684
3102852,41688,Angelândia,MG,2020,2016,PSDB,0.20645428216797684
3102852,41688,Angelândia,MG,2021,2020,PSDB,0.07530864197530865
3102852,41688,Angelândia,MG,2022,2020,PSDB,0.07530864197530865
3102852,41688,Angelândia,MG,2023,2020,PSDB,0.07530864197530865
3102902,40576,Antônio Carlos,MG,2015,2012,PMDB,0.01471375066880684
3102902,40576,Antônio Carlos,MG,2016,2012,PMDB,0.01471375066880684
3102902,40576,Antônio Carlos,MG,2017,2016,PMDB,0.1937734836285561
3102902,40576,Antônio Carlos,MG,2018,2016,PMDB,0.1937734836285561
3102902,40576,Antônio Carlos,MG,2019,2016,PMDB,0.1937734836285561
3102902,40576,Antônio Carlos,MG,2020,2016,PMDB,0.1937734836285561
3102902,40576,Antônio Carlos,MG,2021,2020,PSDB,0.13697883549822873
3102902,40576,Antônio Carlos,MG,2022,2020,PSDB,0.13697883549822873
3102902,40576,Antônio Carlos,MG,2023,2020,PSDB,0.13697883549822873
3103009,40592,Antônio Dias,MG,2015,2012,PMDB,0.22508909479686387
3103009,40592,Antônio Dias,MG,2016,2012,PMDB,0.22508909479686387
3103009,40592,Antônio Dias,MG,2017,2016,PMDB,0.00455392258331608
3103009,40592,Antônio Dias,MG,2018,2016,PMDB,0.00455392258331608
3103009,40592,Antônio Dias,MG,2019,2016,PMDB,0.00455392258331608
3103009,40592,Antônio Dias,MG,2020,2016,PMDB,0.00455392258331608
3103009,40592,Antônio Dias,MG,2021,2020,PSD,0.3952997890931003
3103009,40592,Antônio Dias,MG,2022,2020,PSD,0.3952997890931003
3103009,40592,Antônio Dias,MG,2023,2020,PSD,0.3952997890931003
3103108,40614,Antônio Prado De Minas,MG,2015,2012,DEM,0.06086956521739131
3103108,40614,Antônio Prado De Minas,MG,2016,2012,DEM,0.06086956521739131
3103108,40614,Antônio Prado De Minas,MG,2017,2016,PTB,0.171875
3103108,40614,Antônio Prado De Minas,MG,2018,2016,PTB,0.171875
3103108,40614,Antônio Prado De Minas,MG,2019,2016,PTB,0.171875
3103108,40614,Antônio Prado De Minas,MG,2020,2016,PTB,0.171875
3103108,40614,Antônio Prado De Minas,MG,2021,2020,PTB,0.40717029449423814
3103108,40614,Antônio Prado De Minas,MG,2022,2020,PTB,0.40717029449423814
3103108,40614,Antônio Prado De Minas,MG,2023,2020,PTB,0.40717029449423814
3103207,40630,Araçaí,MG,2015,2012,PDT,0.2293538724860933
3103207,40630,Araçaí,MG,2016,2012,PDT,0.2293538724860933
3103207,40630,Araçaí,MG,2017,2016,PDT,0.4786150712830957
3103207,40630,Araçaí,MG,2018,2016,PDT,0.4786150712830957
3103207,40630,Araçaí,MG,2019,2016,PDT,0.4786150712830957
3103207,40630,Araçaí,MG,2020,2016,PDT,0.4786150712830957
3103207,40630,Araçaí,MG,2021,2020,DEM,0.09571428571428572
3103207,40630,Araçaí,MG,2022,2020,DEM,0.09571428571428572
3103207,40630,Araçaí,MG,2023,2020,DEM,0.09571428571428572
3103306,40657,Aracitaba,MG,2015,2012,PSDB,0.0935672514619883
3103306,40657,Aracitaba,MG,2016,2012,PSDB,0.0935672514619883
3103306,40657,Aracitaba,MG,2017,2016,PMDB,0.05014191106906338
3103306,40657,Aracitaba,MG,2018,2016,PMDB,0.05014191106906338
3103306,40657,Aracitaba,MG,2019,2016,PMDB,0.05014191106906338
3103306,40657,Aracitaba,MG,2020,2016,PMDB,0.05014191106906338
3103306,40657,Aracitaba,MG,2021,2020,PSDB,0.05994550408719346
3103306,40657,Aracitaba,MG,2022,2020,PSDB,0.05994550408719346
3103306,40657,Aracitaba,MG,2023,2020,PSDB,0.05994550408719346
3103405,40673,Araçuaí,MG,2015,2012,PT,0.02092468224454681
3103405,40673,Araçuaí,MG,2016,2012,PT,0.02092468224454681
3103405,40673,Araçuaí,MG,2017,2016,PT,0.06213965406790519
3103405,40673,Araçuaí,MG,2018,2016,PT,0.06213965406790519
3103405,40673,Araçuaí,MG,2019,2016,PT,0.06213965406790519
3103405,40673,Araçuaí,MG,2020,2016,PT,0.06213965406790519
3103405,40673,Araçuaí,MG,2021,2020,PSD,0.18902641175820536
3103405,40673,Araçuaí,MG,2022,2020,PSD,0.18902641175820536
3103405,40673,Araçuaí,MG,2023,2020,PSD,0.18902641175820536
3103504,40690,Araguari,MG,2015,2012,PP,0.03435846663160175
3103504,40690,Araguari,MG,2016,2012,PP,0.03435846663160175
3103504,40690,Araguari,MG,2017,2016,PMDB,0.02952148979465992
3103504,40690,Araguari,MG,2018,2016,PMDB,0.02952148979465992
3103504,40690,Araguari,MG,2019,2016,PMDB,0.02952148979465992
3103504,40690,Araguari,MG,2020,2016,PMDB,0.02952148979465992
3103504,40690,Araguari,MG,2021,2020,REPUBLICANOS,0.01993541584288915
3103504,40690,Araguari,MG,2022,2020,REPUBLICANOS,0.01993541584288915
3103504,40690,Araguari,MG,2023,2020,REPUBLICANOS,0.01993541584288915
3103603,40711,Arantina,MG,2015,2012,DEM,0.12972753151687677
3103603,40711,Arantina,MG,2016,2012,DEM,0.12972753151687677
3103603,40711,Arantina,MG,2017,2016,DEM,0.04030874785591767
3103603,40711,Arantina,MG,2018,2016,DEM,0.04030874785591767
3103603,40711,Arantina,MG,2019,2016,DEM,0.04030874785591767
3103603,40711,Arantina,MG,2020,2016,DEM,0.04030874785591767
3103603,40711,Arantina,MG,2021,2020,AVANTE,0.09738914214670534
3103603,40711,Arantina,MG,2022,2020,AVANTE,0.09738914214670534
3103603,40711,Arantina,MG,2023,2020,AVANTE,0.09738914214670534
3103702,40738,Araponga,MG,2015,2012,PPS,0.3810899287502407
3103702,40738,Araponga,MG,2016,2012,PPS,0.3810899287502407
3103702,40738,Araponga,MG,2017,2016,PPS,0.24590802805923617
3103702,40738,Araponga,MG,2018,2016,PPS,0.24590802805923617
3103702,40738,Araponga,MG,2019,2016,PPS,0.24590802805923617
3103702,40738,Araponga,MG,2020,2016,PPS,0.24590802805923617
3103702,40738,Araponga,MG,2021,2020,CIDADANIA,NA
3103702,40738,Araponga,MG,2022,2020,CIDADANIA,NA
3103702,40738,Araponga,MG,2023,2020,CIDADANIA,NA
3103751,40029,Araporã,MG,2015,2012,PT,0.02010161254694057
3103751,40029,Araporã,MG,2016,2012,PT,0.02010161254694057
3103751,40029,Araporã,MG,2017,2016,PP,0.16068275456150677
3103751,40029,Araporã,MG,2018,2016,PP,0.16068275456150677
3103751,40029,Araporã,MG,2019,2016,PP,0.16068275456150677
3103751,40029,Araporã,MG,2020,2016,PP,0.16068275456150677
3103751,40029,Araporã,MG,2021,2020,PP,0.4037735849056604
3103751,40029,Araporã,MG,2022,2020,PP,0.4037735849056604
3103751,40029,Araporã,MG,2023,2020,PP,0.4037735849056604
3103801,40754,Arapuá,MG,2015,2012,PSDB,0.03653295128939828
3103801,40754,Arapuá,MG,2016,2012,PSDB,0.03653295128939828
3103801,40754,Arapuá,MG,2017,2016,PMDB,0.14194416414396233
3103801,40754,Arapuá,MG,2018,2016,PMDB,0.14194416414396233
3103801,40754,Arapuá,MG,2019,2016,PMDB,0.14194416414396233
3103801,40754,Arapuá,MG,2020,2016,PMDB,0.14194416414396233
3103801,40754,Arapuá,MG,2021,2020,PP,0.03411888849806542
3103801,40754,Arapuá,MG,2022,2020,PP,0.03411888849806542
3103801,40754,Arapuá,MG,2023,2020,PP,0.03411888849806542
3103900,40770,Araújos,MG,2015,2012,PTB,0.04134650567142334
3103900,40770,Araújos,MG,2016,2012,PTB,0.04134650567142334
3103900,40770,Araújos,MG,2017,2016,PR,0.2276803118908382
3103900,40770,Araújos,MG,2018,2016,PR,0.2276803118908382
3103900,40770,Araújos,MG,2019,2016,PR,0.2276803118908382
